title,price,original_title,publisher,release_month,release_year,pages_num,pg,cover_type,publication_type,authors,overview,url
Batman: Cavaleiro Branco - Edição De Luxo,"R$89,90",,DC Comics,Fevereiro,2021,248,14 anos,Capa dura,Livros e Edições Especiais,Sean Murphy,"A série escrita e desenhada por Sean Murphy, agora reunida numa edição de luxo! Batman: O Cavaleiro Branco acompanha a transformação do Coringa no cidadão comum Jack Napier. Depois de se reconciliar com a parceira de que tanto abusou, a Arlequina, ele coloca em ação uma campanha meticulosamente planejada para derrubar aquele que acredita ser o verdadeiro inimigo de Gotham City: o Batman!",https://panini.com.br/batman-cavaleiro-branco-edicao-de-luxo
Lendas Do Universo DC: OMAC,"R$39,90",Omac (1974) 1-8,DC Comics,Agosto,2021,176,12 anos,,Livros e Edições Especiais,Jack Kirby,"Em um de seus últimos trabalhos para a DC, Jack Kirby (Novos Deuses, Senhor Milagre) criou uma distopia inspirada em 1984 estrelada por Buddy Blank, um homem comum que foi alterado pelo satélite Irmão-Olho e se tornou O.M.A.C., o Exército de Um Homem Só. Com seus novos poderes, OMAC é alistado na Agência Global da Paz, que policia o mundo usando meios pacifistas, levando-o a enfrentar milionários com sede de poder que se aproveitam dos mais fracos.",https://panini.com.br/lendas-do-universo-dc-omac
Batman: O Impostor Vol. 1,"R$14,90",Batman The Imposter 1,DC Comics,Agosto,2021,48,18 anos,,Livros e Edições Especiais,"Andrea Sorrentino, Jordie Bellaire, Mattson Tomlin","A missão de Bruce Wayne como o Batman está em andamento há apenas pouco mais de um ano, mas ele pode dizer que está fazendo a diferença. Infelizmente, também fez alguns inimigos perigosos. Muitos dos poderosos se ressentem da ruptura de estabilidade criada pelo Homem-Morcego... e parece que um deles tem um plano para neutralizá-lo. Há um segundo Batman assombrando os telhados e becos de Gotham - e ele não tem escrúpulos ao assassinar criminosos, ao vivo e em vídeo. Com todo o poder do Departamento de Polícia de Gotham City e os ricos e poderosos de Gotham atrás de sua cabeça, Batman deve encontrar o impostor e, de alguma forma, limpar seu nome...",https://panini.com.br/batman-o-impostor-vol-1
Batman: Detetive,"R$74,90",BATMAN: THE DETECTIVE (2021) 1-6,DC Comics,Abril,2022,160,12 anos,Capa dura,Livros e Edições Especiais,,"Uma épica aventura na Europa estrelando o Cavaleiro das Trevas!   Uma terrível tragédia no Reino Unido envia uma mensagem violenta e muito pessoal ao Homem Morcego; uma que tirará Batman de Gotham até o exterior para investigar! Lá, ele conhecerá interessantes novos vilões e aliados! E qual será o papel de seu antigo mestre Henri Ducard na história?   Um conto angustiante e cheio de ação pelos aclamados criadores Tom Taylor e Andy Kubert!",https://panini.com.br/batman-detetive
Robin E Arlequina: Estado Futuro,"R$39,90","Future State: Robin Eternal (2021) 1-2,  Future State: Harley Quinn (2021) 1-2, Future State: The Next Batman (2021) 2, 4 (III: Gotham City Sirens), Future State: The Next Batman (2021) 2, 4 (II: Batgirls)",DC Comics,Dezembro,2021,184,12 anos,,Livros e Edições Especiais,"Aneke, Eddy Barrows, Megan Fitzmartin, Simone Di Melo, Stephanie Phillips, Vita Ayala","Bem-vindos a Gotham City do futuro! Uma cidade dominada pela força paramilitar anti-super-heróis conhecida como o Magistrado. Agora, uma droga baseada no Poço de Lázaro está a caminho de Gotham, e o Magistrado pretende usar esta super droga regenerativa para tornar seu exército imortal, a menos que Tim Drake, o Robin, o impeça! Enquanto isso, Arlequina é prisioneira do Magistrado e Crane, o antigo Espantalho, pretende torturá-la para obter conhecimento sobre os vilões da cidade. Até que Arlequina começa sua vingança! A nova era para Robin e Arlequina começa aqui! E também: conheça as novas Batgirls e as Sereias de Gotham!",https://panini.com.br/robin-e-arlequina-estado-futuro
Batman: O Impostor Vol. 3,"R$14,90",Batman The Imposter 3,DC Comics,Agosto,2021,56,12 anos,,Livros e Edições Especiais,"Andrea Sorrentino, Jordie Bellaire, Mattson Tomlin",A batalha contra o impostor que está envenenando o nome do Batman esquenta enquanto a Detetive Blair Wong toma uma mortal e importante decisão! Ainda há esperança para a luta de Bruce Wayne contra o crime depois dos danos causados pelo imitador? Ou será que a guerra acabou mesmo antes de começar?,https://panini.com.br/batman-o-impostor-vol-3
Batman: O Impostor Vol. 2,"R$14,90",Batman The Imposter 2,DC Comics,Agosto,2021,48,18 anos,,Livros e Edições Especiais,"Andrea Sorrentino, Mattson Tomlin","A detetive Blair Wong voltou sua atenção para Bruce Wayne como uma fonte de informações sobre o Batman - mas nenhum deles estava pronto para as faíscas que voaram quando se encontraram. Infelizmente para o relacionamento deles, o impostor Batman matou novamente, e a pressão está aumentando para fechar o caso ... imediatamente!",https://panini.com.br/batman-o-impostor-vol-2
Sandman: Edição Especial De 30 Anos Vol. 1,"R$69,90",,Panini Comics,Agosto,2022,244,18 anos,,Livros e Edições Especiais,"Dave McKean, Mike Dringenberg, Neil Gaiman","A seminal série de Neil Gaiman comemora seu trigésimo aniversário com uma nova edição de SANDMAN VOL. 1: PRELÚDIOS & NOTURNOS! Sandman é comumente distinguida como a melhor série do selo Vertigo e uma das maiores obras do mundo dos quadrinhos. Gaiman criou uma história inesquecível sobre as forças que existem além da vida e da morte ao conectar mitologias antigas, folclore e contos de fadas com sua perspectiva única numa narrativa sem igual. ",https://panini.com.br/sandman-edicao-especial-de-30-anos-vol-1
Batman: Noites De Trevas - Metal,"R$99,90",Dark Days: The Forge 1; Dark Days: The Casting 1; Dark Nights: Metal 1-6; Dark Knights Rising: The Wild Hunt 1,DC Comics,Fevereiro,2021,280,12 anos,Capa dura,Livros e Edições Especiais,"Benjamin Percy, Greg Capullo, Jim Lee, Joshua Williamson, Mirka Andolfo, Scott Snyder, Tyler Kirkham","Além do nosso universo, existe o Multiverso... e, abaixo dele, há um reino de pesadelo no qual cada medo que já sentimos em nossa Terra torna-se realidade. Agora, uma força maligna tão antiga quanto o tempo quer nos arrastar para dentro das sombras, para um reino de terror sem fim. Porém, quando as portas entre os mundos se abrem, não são quaisquer pesadelos que saem de lá. Eles se chamam Cavaleiros das Trevas. Cada um é uma versão distorcida do Batman vinda de um mundo onde um dos piores medos do herói se tornou realidade.",https://panini.com.br/batman-noites-de-trevas-metal
Preacher Vol. 4,"R$64,00","Preacher Special: Saint of Killers 1-4, Preacher Special: The Story of You-Know-Who 1, Preacher Special: The Good Old Boys 1",DC Comics,Outubro,2018,224,18 anos,Capa dura,Livros e Edições Especiais,"Carlos Ezquerra, Garth Ennis, Richard Case, Steve Pugh","O reverendo Jesse Custer quase perdeu a fé quando teve a alma mesclada com a entidade angelical-demoníaca conhecida como Gênesis. O resultado desse encontro lhe deu um novo objetivo e o levou a uma das jornadas mais improváveis de que se tem notícia: Jesse está em busca de Deus para forçá-lo a responder por suas falhas e omissões, e responsabilizá-lo por abandonar a humanidade. Mas tal missão chega a um hiato em que aproveitaremos para conhecer mais sobre as histórias de alguns bizarros personagens que cruzaram o caminho do reverendo durante essa singular cruzada.    O Santo dos Assassinos - a nêmese sobrenatural de Jesse Custer - tem sua origem contada, indo nas gélidas planíces do Velho Oeste americano até as profundezas mais quentes do inferno. Jody e T.C - os dois capangas da Sra. Marie L´Angelle, a cruel avó de Jesse - vivem uma aventura do passado repleta de ação e pancadaria.",https://panini.com.br/preacher-vol-4
Batman - 12/70,"R$24,90","BATMAN SECRET FILES: THE GARDENER (2021) 1, DETECTIVE COMICS (2016) 1045 (I), BATMAN FEAR STATE: OMEGA (2021) 1, BATMAN: URBAN LEGENDS (2021) 8 (III)",DC Comics,Julho,2022,96,12 anos,,Revistas Periódicas,,"À medida que o Estado de Medo chega ao fim, um novo dia nasce em Gotham. sem o Batman. Mas a ausência do Cavaleiro das Trevas não significa que a cidade esteja sem heróis. Confira a conclusão de ´Estado de Medo´ e o novo status quo de Gotham que reverberará por todo o Universo DC nos próximos anos. E ainda: descubra a origem de Bella Garten, a Jardineira, e sua relação com a Hera Venenosa.",https://panini.com.br/batman-12-70
Lendas Do Universo DC: Liga Da Justiça Vol. 19,"R$54,90","JUSTICE LEAGUE AMERICA 57-60, JUSTICE LEAGUE EUROPE 33-36",DC Comics,Maio,2022,192,12 anos,,Livros e Edições Especiais,,O fim de uma era! A conclusão da irreverente fase das décadas de 1980-1990 por Keith Giffen e J.M. DeMatteis no comando da Liga. Prepare-se para um fim explosivo no melhor estilo da dupla. A volta de Maxwell Lord! A vingança dos Extremistas! O combate entre dois dos mais poderosos seres do Universo DC: Lobo contra Despero! E o que será que o futuro reserva para a Liga da Justiça?!,https://panini.com.br/lendas-do-universo-dc-liga-da-justica-vol-19
A Saga Do Batman Vol. 13,"R$39,90","DETECTIVE COMICS 602-607, DETECTIVE COMICS ANNUAL 2 (1989)",DC Comics,Abril,2022,192,12 anos,,Livros e Edições Especiais,,"É o Cavaleiro das Trevas contra as forças das trevas quando Batman entra em conflito com Etrigan, o Demônio! Quem sairá vencedor neste combate de criaturas sombrias? Como se não fosse o suficiente, o Homem Morcego enfrenta a Quadra de Lama, uma terrível gangue formada por todos os seres conhecidos como ´Caras de Barro´, na trama onde surgiu o Cara de Barro definitivo, a versão que conhecemos hoje!",https://panini.com.br/a-saga-do-batman-vol-13
A Saga Do Batman Vol. 17,"R$39,90",,DC Comics,Julho,2022,144,12 anos,,Livros e Edições Especiais,"Alan Grant, Kieron Dwyer, Norm Breyfogle, Peter Milligan","Cavaleiro das Trevas, Cidade das Trevas. Descubra a razão do Batman ser chamado de o maior detective do mundo nesta edição, acompanhando-o em uma das histórias mais sombrias do personagem! Envolvendo magia das trevas e segredos obscuros do passado de Gotham, o aclamado escritor Peter Milligan cria uma trama tenebrosa, colocando o Homem Morcego contra o terrível demônio Barbatos e um Charada ameaçador e sanguinário como você nunca o viu antes!",https://panini.com.br/a-saga-do-batman-vol-17
A Saga Do Superman Vol. 13,"R$39,90","WORLD OF SMALLVILLE 2-4, THE WORLD OF KRYPTON 1-4",DC Comics,Abril,2022,176,12 anos,,Livros e Edições Especiais,,"Nesta edição, desvendaremos os mistérios do passado dos dois mundos da vida do Superman! Primeiro, exploraremos a cidadezinha de Smallville, descobrindo os segredos dos jovens Jonathan Kent e Martha Clark, mergulharemos no passado de Lana Lang e sua conexão com os Caçadores Cósmicos e mais! Em seguida, viajaremos para Krypton, desvendando o histórico do planeta e da família El, em uma imperdível saga com a belíssima arte de Mike Mignola!",https://panini.com.br/a-saga-do-superman-vol-13
A Saga Do Batman Vol. 19,"R$39,90","(Robin (1991) 1-5, Batman 458)",DC Comics,Outubro,2022,144,12 anos,,Revistas Periódicas,"Alan Grant, Chuck Dixon, Norm Breyfogle, Tom Lyle","Depois de descobrir a identidade do Batman e de passar por meses de treinamento intensivo, Tim Drake está finalmente pronto para assumir a identidade para a qual nasceu: Robin! Mas o Menino-Prodígio deve sobreviver a um batismo de fogo enquanto viaja para o exterior para aprender artes marciais com uma das maiores lutadoras do mundo… a mortal Lady Shiva! Em sua primeira aventura solo, ele se depara com uma trama diabólica do Rei Cobra e deve provar que é digno do manto de Robin!",https://panini.com.br/a-saga-do-batman-vol-19
Batman: Contos Por Tim Sale,"R$104,90","SHOWCASE '94 3-4, LEGENDS OF THE DARK KNIGHT 32-34, SHADOW OF THE BAT 7-9, SOLO 1, BATMAN BLACK AND WHITE, VOLUME 2",DC Comics,Maio,2022,240,14 anos,Capa dura,Livros e Edições Especiais,,"Gotham City é assolada pelo crime e a corrupção em todos os cantos, mas um homem se colocou contra o mal em todas as suas formas: o vingador sombrio conhecido como Batman. Agora, em esta nova coleção de histórias ilustradas pelo renomadíssimo artista Tim Sale, o Cavaleiro das Trevas encara um mestre espadachim assassino, enfrenta o Homem-Calendário, revive a morte de seus pais e terá que se virar em um desafio terrível: um encontro romântico! Com roteiros de mestres da arte como Darwyn Cooke (A Nova Fronteira) e James Robinson (Starman), este é uma inesquecível parceria entre o Cavaleiro das Trevas e um dos maiores artistas a desenhá-lo!",https://panini.com.br/batman-contos-por-tim-sale
A Saga Do Batman Vol. 20,"R$39,90",(Batman 459-464),DC Comics,Novembro,2022,144,12 anos,,Revistas Periódicas,"Alan Grant, Norm Breyfogle","Nesta edição apresentamos um conto das mulheres de Gotham, estrelando algumas das mais duronas e carismáticas habitantes da cidade: a Mulher-Gato, Sarah Essen e Vicki Vale! Em seguida, Batman encontra um amigo de Bruce Wayne morrendo após levar um golpe de machado, levando o Homem-Morcego até São Francisco, palco para uma inusitada trama envolvendo nativos norte-americanos e espíritos ancestrais.",https://panini.com.br/a-saga-do-batman-vol-20
A Saga Do Batman Vol. 21,"R$39,90","(Batman 465, Batman Annual 15, Detective Comics 622-624)",DC Comics,Dezembro,2022,152,12 anos,,Revistas Periódicas,"Alan Grant, Jim Fern, John Ostrander, Norm Breyfogle","O viajante temporal Tempus volta ao seu passado para investigar qual super-herói irá se tornar o tirano Monarca. Quando a investigação chega ao Homem-Morcego, Tempus é surpreendido por um futuro sombrio onde Batman mata alguns dos seus maiores inimigos e se entrega às autoridades. O que poderia ter causado isso? No presente, Tim Drake retorna a Gotham City e se une a Batman em sua primeira patrulha em Gotham como Robin.",https://panini.com.br/a-saga-do-batman-vol-21
A Saga Do Monstro Do Pântano Livro 6,"R$30,90",The Saga of The Swamp Thing (1986) 57-64,DC Comics,Março,2019,208,18 anos,Capa cartão,Livros e Edições Especiais,"Alan Moore, Alfredo Alcala, John Totleben, Stephen Bissette","De 1983 a 1987, um jovem escritor britânico chamado Alan Moore revolucionou os quadrinhos dos Estados Unidos. Sua ousada abordagem na série do Monstro do Pântano, da DC Comics, definiu novos padrões para a narrativa gráfica e desencadeou uma revolução na nona arte que repercute até os dias de hoje.",https://panini.com.br/a-saga-do-monstro-do-pantano-livro-6
A Saga Do Batman Vol. 22,"R$39,90","Detective Comics 625-628, Batman 466",DC Comics,Janeiro,2023,144,12 anos,,Revistas Periódicas,"Alan Grant, Jim Aparo, Marv Wolfman, Norm Breyfogle","Surge um novo vilão para a galeria do morcego: o MATADOURO! Um sanguinário assassino em série cujo alvo são as pessoas de sua própria família aterroriza Gotham, e o coloca de frente contra o Batman! Um clássico conto assinado pelo icônico roteirista Marv Wolfman. Além disso, Tim Drake sai em novas aventuras ao lado de Batman como o novo Robin, desta vez perseguindo criminosos em um Parque de Diversões temático sobre super-heróis!",https://panini.com.br/a-saga-do-batman-vol-22
Starman: Edição De Luxo Vol. 4,"R$185,90","Starman (1994) 39-46, The Power of Shazam (1994) 35-36, Starman 80-Page Giant (1999) 1, Starman: The Mist (1998) 1, Batman/Hellboy/Starman (1999) 1-2",DC Comics,Maio,2023,432,16 anos,Capa dura,Livros e Edições Especiais,"Gary Erskine, James Robinson, Jerry Ordway, Tony Harris","A aclamada série STARMAN, estrelada por um super-herói da Geração X dos anos 1990, é reapresentada em formato de luxo. Neste volume, em uma história ambientada na década de 1940, Ted Knight, o Starman original, trabalha com o Capitão Marvel e o Homem-Bala para se livrar das acusações de espionagem. Depois, na década de 1990, o jovem Jack Knight, o novo Starman, deve capturar o mortal Doutor Fósforo antes de embarcar em uma missão no espaço para encontrar o herói perdido Will Payton. E ainda: Starman se une a Batman e Hellboy para resgatar seu pai, Ted Knight, de neonazistas que exploraram uma fonte de energia mística.",https://panini.com.br/starman-edicao-de-luxo-vol-4
